Item Lookup Code,Department,Category,Description,Quantity Sold,Sales,Last Sold,Cost,Cost Sold,Non Sale Movement,Last Received
Grand Summaries,,,,,,,,,,
,,,,"24,119.00","314,789.49","#,#.00","18,743.95","227,923.80","39,563.00","#,#.00"
070137511168,TOBACCO,50CT CIGAR,BLACK N MILD JAZZ WOODTIP 50CT,2,$131.98,4/9/2025 15:01,$62.22,$124.44,0,3/22/2024 13:14
070137511212,TOBACCO,25CT CIGAR,BLACK N MILD JAZZ 25CT BOX,10,$324.80,5/13/2025 16:02,$28.28,$282.80,0,3/18/2025 13:52
070137511229,TOBACCO,25CT CIGAR,BLACK N MILD JAZZ WT BOX 25CT,7,$244.81,5/13/2025 16:02,$31.00,$217.00,0,3/18/2025 13:52
070137515593,TOBACCO,50CT CIGAR,BLACK N MILD JAZZ 5PK 10CT,5,$279.95,5/8/2025 10:49,$45.36,$226.78,0,3/18/2025 13:52
070137525257,TOBACCO,25CT CIGAR,BLACK N MILD REG WT BOX 25CT,6,$209.90,5/5/2025 10:25,$31.00,$186.00,0,3/18/2025 13:52
070137525295,TOBACCO,25CT CIGAR,BLACK N MILD WINE WT BX 25CT,6,$209.90,5/9/2025 10:00,$31.00,$186.00,0,3/18/2025 13:52
070330601277,SMOKE SUPPLIES,LIGHTERS,BIC REGULAR 50CT,10,$505.00,5/10/2025 11:00,$45.00,$450.00,0,9/9/2024 11:42
070330602670,SMOKE SUPPLIES,LIGHTERS,BIC MINI 50CT REG,18,$783.00,5/10/2025 11:00,$35.50,$639.00,0,1/24/2024 16:29
070330611252,SMOKE SUPPLIES,LIGHTERS,BIC GEOMETRIC LIGHTERS 50CT,4,$272.00,4/8/2025 19:09,$49.99,$199.96,0,10/28/2024 11:56
070330618961,SMOKE SUPPLIES,LIGHTERS,BIC LIMITED ASTROLOGY LIGHTERS,3,$195.00,4/19/2025 11:48,$58.50,$175.50,0,11/16/2024 13:41
070330619081,SMOKE SUPPLIES,LIGHTERS,BIC CHICAGO BEARS 50CT,2,$156.50,5/2/2025 10:50,$72.00,$144.00,0,1/24/2025 12:33
070330619418,SMOKE SUPPLIES,LIGHTERS,BIC CUBS 50CT,1,$79.50,5/7/2025 16:34,$72.00,$72.00,0,1/24/2025 12:33
070330643451,SMOKE SUPPLIES,LIGHTERS,BIC CHICAGO BULLS 50CT,1,$76.50,4/2/2025 9:26,$72.00,$72.00,0,11/16/2024 13:41
070330643550,SMOKE SUPPLIES,LIGHTERS,BIC FASHION PRINT50CT,1,$49.50,4/2/2025 9:26,$50.00,$50.00,0,9/1/2021 13:18
070330644793,SMOKE SUPPLIES,LIGHTERS,BIC MINI 50CT + 3,1,$43.50,5/9/2025 10:41,$39.00,$39.50,0,5/1/2025 14:05
070330644809,SMOKE SUPPLIES,LIGHTERS,BIC REGULAR 50CT+3,20,"$1,010.00",5/9/2025 9:55,$45.75,$899.90,0,5/1/2025 14:05
070330653993,SMOKE SUPPLIES,,BIC DOGS 50CT,2,$130.00,4/29/2025 13:07,$58.50,$117.00,0,5/31/2024 10:27
070330660878,SMOKE SUPPLIES,LIGHTERS,BIC EZ REACH LIGHTER 40CT,1,$67.00,4/2/2025 9:26,$58.00,$58.00,0,2/13/2024 15:27
070330665880,,,BIC ECOLUTIONS,1,$65.00,4/8/2025 10:26,$41.97,$41.97,0,9/30/2024 11:21
070330666856,SMOKE SUPPLIES,LIGHTERS,BIC RAW BLACK 50CT,1,$69.00,4/8/2025 10:45,$59.50,$59.50,0,9/6/2024 15:08
070847000044,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ABSOLUTE ZERO 16OZ,2,$81.00,4/16/2025 17:16,$36.79,$73.58,0,8/12/2024 10:56
070847003236,FOOD & BEVERAGE,ENERGY DRINK,MONSTER REHAB LEMONADE 16OZ/24,1,$40.50,4/11/2025 10:36,$37.00,$37.00,0,12/24/2024 13:07
070847003403,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ZERO SUGAR 16OZ 24CT,1,$40.50,4/8/2025 10:10,$36.79,$36.79,0,11/30/2024 14:32
070847012481,FOOD & BEVERAGE,ENERGY DRINK,MONSTER WHITE 16OZ,7,$283.50,5/10/2025 11:00,$37.00,$223.93,0,5/1/2025 14:39
070847015543,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA ZERO 16OZ,16,$648.00,5/10/2025 11:04,$36.79,$588.64,0,10/28/2024 11:56
070847017714,FOOD & BEVERAGE,ENERGY DRINK,MONSTER WHITE 24OZ 12PK,5,$187.50,5/13/2025 10:26,$33.00,$165.00,0,2/17/2025 17:09
070847021537,FOOD & BEVERAGE,ENERGY DRINK,MONSTER REHAB PEACH TEA 16OZ,1,$40.50,4/25/2025 15:36,$36.50,$36.50,0,11/30/2024 12:01
070847021841,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA SUNRISE 16OZ,2,$81.00,5/7/2025 9:24,$36.79,$73.58,0,11/30/2024 14:32
070847022916,FOOD & BEVERAGE,ENERGY DRINK,MONSTER JUICE 16OZ,1,$40.50,5/10/2025 11:04,$35.99,$35.99,0,1/24/2025 13:52
070847027355,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA VIOLET 16OZ,2,$81.00,5/2/2025 10:50,$37.00,$74.00,0,11/11/2024 11:06
070847029007,FOOD & BEVERAGE,ENERGY DRINK,MONSTER MANGO 16OZ,9,$364.50,4/30/2025 12:35,$36.79,$331.11,0,1/24/2025 14:24
070847029434,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA PEACHY KEEN 16OZ,3,$121.50,4/28/2025 14:19,$37.00,$111.00,0,2/17/2025 17:09
070847031901,FOOD & BEVERAGE,ENERGY DRINK,MONSTER PACIFIC PUNCH 16OZ,1,$40.50,5/8/2025 14:45,$37.00,$37.00,0,1/24/2025 13:52
070847033738,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA PARADISE 16OZ,2,$81.00,5/1/2025 12:32,$36.50,$73.00,0,9/9/2024 12:42
070847034636,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA FIESTA 16OZ 24PK,3,$121.50,4/30/2025 12:35,$37.00,$111.00,0,11/11/2024 11:06
070847036951,FOOD & BEVERAGE,ENERGY DRINK,MONSTER KHAOTIC 16OZ,1,$40.50,5/8/2025 14:45,$35.99,$35.99,0,5/28/2024 15:25
070847037767,FOOD & BEVERAGE,ENERGY DRINK,MONSTER NITRO SUPER DRY16OZ,1,$40.50,4/8/2025 10:45,$34.00,$34.00,0,2/21/2024 16:27
070847037996,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA WATERMELON 16OZ,2,$81.00,4/19/2025 11:23,$36.50,$73.00,0,11/30/2024 12:01
070847810216,FOOD & BEVERAGE,ENERGY DRINK,MONSTER BLUE 24OZ 12PK,1,$37.50,4/30/2025 16:28,$33.99,$33.99,0,9/9/2024 12:42
070847811237,FOOD & BEVERAGE,ENERGY DRINK,MONSTER GREEN 16OZ,20,$810.00,5/13/2025 10:59,$34.99,$699.80,0,6/1/2024 12:12
070847811275,FOOD & BEVERAGE,ENERGY DRINK,MONSTER BLUE 16OZ,19,$769.50,5/10/2025 11:04,$37.00,$699.01,0,5/1/2025 14:39
070847811985,FOOD & BEVERAGE,ENERGY DRINK,MONSTER GREEN 24OZ/12,19,$712.50,5/5/2025 17:42,$33.00,$627.00,0,2/17/2025 17:09
070847891864,FOOD & BEVERAGE,ENERGY DRINK,MONSTER STRAWDREAM 16OZ 24CT,1,$40.50,4/25/2025 15:36,$36.79,$36.79,0,10/28/2024 11:56
070847898153,,,MONSTER ULTRA  GUAVA 16OZ,3,$127.50,4/30/2025 12:35,$40.00,$120.00,0,11/11/2024 10:23
070847898252,FOOD & BEVERAGE,ENERGY DRINK,MONSTER ULTRA BLUE HAWAIIAN,3,$121.50,4/16/2025 17:19,$36.50,$109.50,0,
070847898337,FOOD & BEVERAGE,,MONSTER VIKING BERRY 16OZ,2,$81.00,5/10/2025 12:46,$37.00,$74.00,0,5/1/2025 14:39
071610301849,TOBACCO,40CT CIGAR,BACKWOODS HONEY 5PK 40CT,3,$130.50,5/9/2025 16:11,$39.99,$119.97,0,11/13/2024 15:31
071610301870,TOBACCO,40CT CIGAR,BACKWOODS HONEY BERRY 5PK40CT,2,$86.95,4/19/2025 11:23,$39.99,$79.98,0,5/6/2025 12:38
071610301931,TOBACCO,40CT CIGAR,BACKWOODS SWT AROMATIC 5PK40CT,3,$130.45,5/9/2025 16:11,$39.99,$119.97,0,3/22/2024 13:14
071610301993,TOBACCO,24CT CIGAR,BACKWOOD SWEET ARO SINGLE 24CT,2,$68.00,5/9/2025 10:00,$25.16,$50.32,0,3/10/2023 16:06
071610302044,TOBACCO,24CT CIGAR,BACKWOOD SINGLE HONEY BERR24CT,1,$34.00,4/2/2025 9:26,$26.99,$26.99,0,11/13/2024 15:31
071610302730,TOBACCO,40CT CIGAR,BACKWOODS DARK STOUT 5PK 40CT,2,$87.00,4/25/2025 12:01,$39.99,$79.98,0,3/10/2023 16:06
071610302808,TOBACCO,40CT CIGAR,BACKWOODS RUSSCREAM 5PK 40CT,6,$260.95,5/13/2025 9:56,$39.99,$239.94,0,5/6/2025 12:38
071610303089,TOBACCO,24CT CIGAR,BACKWOOD SINGLE RUSSIAN CR24CT,7,$237.95,5/5/2025 10:25,$26.99,$188.93,17,11/13/2024 15:31
071610340176,TOBACCO,24CT CIGAR,BACKWOOD SINGLE BLACK RUSSIAN,1,$34.00,4/2/2025 9:26,$31.25,$31.25,0,12/3/2020 14:30
071610340480,TOBACCO,24CT CIGAR,BACKWOOD SINGLE HONEY 24CT,1,$34.00,4/2/2025 9:26,$26.99,$26.99,0,11/13/2024 15:31
071610340565,TOBACCO,40CT CIGAR,BACKWOODS BANANA 5PK 40CT,2,$87.00,5/1/2025 12:32,$40.00,$80.00,0,
071610341081,TOBACCO,60CT CIGAR,DUTCH PLATINUM 2/1.29 2PK 30CT,1,$33.50,4/2/2025 9:26,$31.84,$31.84,0,5/6/2025 12:38
071610341166,TOBACCO,60CT CIGAR,DUTCH SILVER 2/1.29 2PK 30CT,2,$67.00,4/16/2025 16:07,$31.01,$62.02,0,2/7/2025 12:22
071610341197,TOBACCO,60CT CIGAR,DUTCH BERRY 2/1.29 2PK 30CT,2,$67.00,5/3/2025 15:34,$31.84,$63.68,0,11/13/2024 15:31
071610341203,TOBACCO,60CT CIGAR,DUTCH BLUE 2/1.29 2PK 30CT,2,$66.95,5/9/2025 16:11,$31.08,$62.16,0,5/6/2025 12:38
071610341210,TOBACCO,60CT CIGAR,DUTCH HONEY 2/1.29 2PK 30CT,6,$200.95,5/12/2025 12:49,$31.84,$191.04,0,5/6/2025 12:38
071610341227,TOBACCO,60CT CIGAR,DUTCH IRISH 2/1.29 2PK 30CT,1,$33.50,4/2/2025 9:26,$31.08,$31.08,0,8/16/2024 12:03
071610341234,TOBACCO,60CT CIGAR,DUTCH GOLD 2/1.29 2PK 30CT,2,$66.95,4/15/2025 12:58,$31.08,$62.16,0,2/7/2025 12:22
071610341623,TOBACCO,40CT CIGAR,BACKWOODS SMOKCARAMEL 5PK 40CT,1,$44.99,5/9/2025 10:00,$41.53,$41.53,0,
071610341678,TOBACCO,60CT CIGAR,DUTCH GREEN 2/1.29 2PK 30CT,2,$67.00,4/19/2025 12:11,$31.84,$63.68,0,2/7/2025 12:22
071610496149,TOBACCO,60CT CIGAR,DUTCH HONEY SAVE ON 2 60CT,2,$81.98,5/2/2025 10:50,$35.90,$71.80,0,5/6/2025 12:38
071610496507,TOBACCO,60CT CIGAR,DUTCH BERRY SAVE ON 2 60CT,2,$81.98,5/13/2025 9:36,$35.90,$71.80,0,5/6/2025 12:38
071610505056,TOBACCO,60CT CIGAR,DUTCH BLEND SAVE ON 2 30CT 2PK,2,$81.98,4/25/2025 12:01,$35.90,$71.80,0,2/7/2025 12:22
071611003063,AUTOMOTIVE,,PENNZOIL 5W-30 6 PK,4,$104.00,5/13/2025 18:23,$20.99,$83.96,0,2/17/2025 17:18
071611003070,AUTOMOTIVE,,PENNZOIL 10 W 30 6 CT,2,$52.00,5/13/2025 18:23,$20.99,$41.98,0,2/17/2025 17:18
071611003094,AUTOMOTIVE,,PENNZOIL 10W-40 6 CT,1,$26.00,5/13/2025 18:23,$20.99,$20.99,0,2/17/2025 17:18
071611003155,AUTOMOTIVE,,PENNZOIL 5W-20 6PK,5,$130.00,5/13/2025 18:23,$20.99,$104.95,0,1/24/2025 12:33
071611019521,AUTOMOTIVE,,PENNZOIL ATF 6PK,1,$28.00,4/23/2025 16:22,$22.90,$22.90,0,10/26/2024 15:02
071845098309,FOOD & BEVERAGE,JUICE/MIXERS,COCO LOPEZ CREMA DE COCO,10,$39.00,5/6/2025 15:55,$3.29,$32.90,0,1/24/2025 13:58
071943117131,FOOD & BEVERAGE,FOOD,ROYAL CHERRY 10OZ,13,$48.75,5/8/2025 10:27,$2.81,$36.53,0,11/16/2024 14:39
072718100037,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE ORANGE JUICE 32OZ,8,$238.00,5/13/2025 9:52,$24.95,$199.60,0,1/24/2025 14:08
072718100228,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE APPLE JUICE 32OZ,1,$29.75,4/23/2025 10:06,$24.95,$24.95,0,11/30/2024 13:05
072718100266,FOOD & BEVERAGE,,MR.PURE ORANGE 16OZ,6,$117.00,4/23/2025 15:52,$15.65,$93.90,0,11/30/2024 13:05
072718100280,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE APPLE JUICE 16OZ,1,$19.50,5/8/2025 16:32,$15.65,$15.65,0,1/24/2025 14:08
072718100334,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE FRUIT PUNCH 16OZ,1,$19.50,4/28/2025 14:19,$15.65,$15.65,0,11/30/2024 13:05
072718100358,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE CRANBERRY JUICE 32OZ,4,$119.00,5/13/2025 18:23,$24.95,$99.80,0,1/24/2025 14:08
072718100426,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE LEMONADE 16OZ,2,$39.00,5/7/2025 10:22,$15.65,$31.30,0,11/30/2024 13:05
072718100556,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE LIME  32OZ,1,$29.75,4/9/2025 14:22,$24.95,$24.95,0,10/28/2024 9:58
072718100662,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE PINEAPPLE 32OZ,8,$238.00,5/8/2025 16:32,$24.95,$199.60,0,9/17/2024 13:55
072718100679,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE LEMONADE 32OZ,1,$29.75,4/19/2025 11:23,$24.95,$24.95,0,9/17/2024 13:55
072718100709,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE CRANBERRY JUICE 16OZ,8,$156.00,5/13/2025 10:59,$15.65,$125.20,0,1/24/2025 14:08
072718101218,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE RUBY GRAPEFRUIT 32OZ,1,$29.75,4/19/2025 11:23,$24.95,$24.95,0,9/17/2024 13:55
072718101379,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE LIME 16OZ,1,$19.50,5/8/2025 14:45,$15.65,$15.65,0,11/30/2024 13:05
072718101492,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE FRUIT PUNCH 64OZ,1,$21.50,4/8/2025 16:49,$18.25,$18.25,0,12/5/2023 17:27
072718101522,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE ORANGE JUICE 64OZ,5,$107.50,5/9/2025 11:49,$18.23,$91.15,0,11/30/2024 13:05
072718101546,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE CRANBERRY JUICE 64OZ,4,$86.00,5/8/2025 10:27,$18.23,$72.92,0,11/30/2024 13:05
072718101553,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE APPLE JUICE 64OZ,1,$21.50,4/29/2025 10:24,$18.25,$18.25,0,11/25/2022 10:08
072718101898,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE APPLE CRANBERRY 32OZ,3,$89.25,4/19/2025 12:11,$24.95,$74.85,0,9/17/2024 13:55
072718101911,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE PINA COLADA 16OZ,5,$97.50,5/8/2025 14:45,$15.65,$78.25,0,11/30/2024 13:05
072718400397,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE LEMONADE 64OZ,1,$21.50,4/29/2025 10:24,$18.23,$18.23,0,1/24/2025 14:08
072718600377,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE PINEAPPLE 16OZ,7,$136.50,5/13/2025 9:52,$15.65,$109.55,0,1/24/2025 14:08
072718600612,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE PINE ORANGE16OZ,1,$19.50,5/2/2025 12:09,$15.65,$15.65,0,9/17/2024 13:55
072718600629,FOOD & BEVERAGE,JUICE/MIXERS,MR. PURE ORANGE JUICE 16OZ,1,$19.50,4/29/2025 10:24,$15.65,$15.65,0,1/24/2025 14:08
073010314092,MEDS/DAILY CARE,MISC,TAMPAX SUPER 6PK,3,$55.50,4/25/2025 12:01,$9.70,$29.10,0,11/30/2024 12:21
073100010958,TOBACCO SNUFF,SNUFF 6OZ,SKOAL WINTERGREEN LONGCUT 6OZ,8,$260.00,4/30/2025 14:41,$31.05,$248.40,4,11/30/2024 14:32
073100010972,TOBACCO SNUFF,SNUFF 6OZ,SKOAL CLASSIC MINT LONGCUT 6OZ,2,$65.00,5/13/2025 9:34,$29.00,$58.00,1,12/3/2020 14:30
073100011856,TOBACCO SNUFF,SNUFF 4.1OZ,SKOAL CLASS MINT POUCH 4.10OZ,6,$195.00,5/1/2025 17:47,$27.93,$167.58,12,5/6/2020 12:08
073100014611,TOBACCO,MOIST SNUFF,COPENHAGEN ORIGINAL LNGCT,1,$32.50,4/30/2025 14:41,$31.29,$31.29,0,8/21/2024 12:06
073100030390,TOBACCO,MOIST SNUFF,COPENHAGEN MINT WG PCH4.10oz,1,$17.75,4/4/2025 9:51,$16.40,$16.40,0,9/20/2018 18:01
073135008173,AUTOMOTIVE,,ITASCA 2 CYCLE ENGINE OIL,1,$21.00,4/16/2025 11:44,$14.50,$14.50,0,1/24/2025 12:33
073287074880,LIQUOR SUPPLIES,,WING CORK SCREW ONEIDA 1PK,3,$13.50,4/15/2025 16:34,$3.25,$9.75,0,
074780004107,,,PERRIER 330ML 24CT,1,$23.50,4/28/2025 14:16,$19.99,$19.99,0,9/24/2024 12:44
074780620888,FOOD & BEVERAGE,SODA,PERRIER MAISON PLASTIC BTL,6,$150.00,5/13/2025 9:46,$15.49,$92.94,0,10/28/2024 11:56
074804102253,AUTOMOTIVE,,PEAK 50/50 GREEN 6CT,4,$163.96,5/6/2025 9:23,$34.00,$136.00,0,12/24/2024 12:54
074804102437,AUTOMOTIVE,,PEAK 50/50 GLOBAL,3,$133.50,4/23/2025 10:07,$39.99,$119.97,0,12/24/2024 12:54
074804104004,AUTOMOTIVE,,PEAK ANTIFREEZE COOLANT GREEN,1,$55.00,5/13/2025 18:23,$48.00,$48.00,0,9/17/2024 15:34
074804175929,AUTOMOTIVE,,PEAK 50/50 COOL,3,$133.50,5/7/2025 9:21,$39.90,$119.70,0,12/24/2024 12:54
077170102117,WRAPS/FILTERS/HEMP/CONES,,GAMBLER TUBE MENTOL 100,10,$185.00,4/11/2025 10:51,$16.25,$162.50,0,8/23/2024 11:17
077170104685,WRAPS/FILTERS/HEMP/CONES,,TOP TUBE MENTHOL  KING 250C,5,$82.50,4/4/2025 14:36,$13.85,$69.25,0,5/7/2024 12:30
077170114424,WRAPS/FILTERS/HEMP/CONES,,TOP TUBE REG 100MM FIL 200C,1,$18.75,4/2/2025 9:26,$14.35,$14.35,0,12/24/2024 14:42
077170120135,WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,OCB UNBLEACHED CONE 1 1/4 6PK,1,$49.75,4/28/2025 15:55,$46.00,$46.00,0,12/24/2024 12:24
077170120159,WRAPS/FILTERS/HEMP/CONES,FILTER TUBES,OCB UNBLEACHEDCONE KING SIZE,1,$30.50,4/24/2025 17:00,$45.00,$45.00,0,1/24/2025 12:33
077170121309,WRAPS/FILTERS/HEMP/CONES,,TOP TUBE MENTHOL 100MM 250CT,1,$19.50,4/2/2025 9:26,$18.60,$18.60,0,1/5/2024 11:31
077170122436,WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,OCB BAMBOO CONE 1 1/4 6PK,2,$104.00,5/7/2025 16:34,$39.00,$70.00,3,4/30/2025 14:50
077170122689,WRAPS/FILTERS/HEMP/CONES,,OCB BAMBOO CONE SML SIZE 8PK,2,$97.98,5/13/2025 11:55,$39.00,$78.00,9,4/30/2025 14:50
077170122702,WRAPS/FILTERS/HEMP/CONES,,OCB BAMBOO CONE MINI 10PK,2,$105.98,4/28/2025 15:55,$46.00,$92.00,0,11/30/2024 12:53
077170260275,WRAPS/FILTERS/HEMP/CONES,FILTER TUBES,TOP TUBE REG  KING 250 X5,4,$66.00,4/23/2025 11:26,$12.35,$49.40,0,12/24/2024 14:42
077170260299,WRAPS/FILTERS/HEMP/CONES,,GAMBLE REG RED KING TUBE 200CT,7,$87.50,4/22/2025 15:07,$10.75,$75.25,0,11/30/2024 14:32
077170260305,WRAPS/FILTERS/HEMP/CONES,,GAMBLER GOLD KING 5PK,2,$26.00,5/10/2025 11:21,$11.35,$22.70,0,10/28/2024 12:48
077170260633,WRAPS/FILTERS/HEMP/CONES,,GAMBLER TUBE MENTHOL KING 5PK,2,$33.50,5/13/2025 9:39,$14.25,$28.50,0,5/28/2024 13:26
077170260657,WRAPS/FILTERS/HEMP/CONES,,GAMBLER REGULAR 100'S 5PK,2,$33.50,4/9/2025 14:28,$14.85,$29.70,0,12/24/2024 14:42
077170260732,WRAPS/FILTERS/HEMP/CONES,,GAMBELR TUBE CUT 100' FULL 5PK,5,$82.50,4/14/2025 17:34,$15.10,$75.50,0,5/7/2024 12:30
077170260756,WRAPS/FILTERS/HEMP/CONES,,GAMBLER TUBE CUT KING GOLD 5PK,3,$37.50,4/22/2025 15:07,$11.10,$33.30,0,12/24/2024 14:42
077170261005,WRAPS/FILTERS/HEMP/CONES,,GAMBLER TUBE CUT MENTHOL KING ,1,$16.50,4/22/2025 15:07,$15.00,$15.00,0,9/12/2023 9:08
077170510011,WRAPS/FILTERS/HEMP/CONES,,TOP PAPERS 24PK 100CT,9,$301.00,5/13/2025 16:02,$25.00,$225.00,0,1/24/2025 12:33
077170771795,WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,JOB 1.0 PAPER,3,$130.65,5/13/2025 9:55,$37.35,$112.05,0,9/17/2024 17:07
078000082401,FOOD & BEVERAGE,,DR.PEPPER 20OZ,1,$28.00,5/2/2025 14:30,$0.00,$0.00,0,
079083127249,WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,JOB 1.25 PAPER,9,$383.85,5/13/2025 10:26,$36.00,$324.00,0,1/24/2025 12:33
079083157246,WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,JOB 1.5 PAPER,7,$304.85,5/13/2025 9:55,$36.00,$252.00,0,1/24/2025 12:33
079223056101,,,GAS CAN 5 GAL,0,$0.00,3/18/2025 19:06,$13.90,$0.00,4,4/30/2025 14:50
079400251602,MEDS/DAILY CARE,,DEGREE SHOWER CLEAN1.6OZ,1,$3.00,4/3/2025 17:39,$2.48,$2.48,0,8/19/2023 10:44
079581995265,FOOD & BEVERAGE,,CALYPSO GRAPEBERRY LEMONAD20OZ,1,$19.50,4/1/2025 15:23,$16.80,$16.80,0,10/27/2020 12:14
079594184045,PLASTIC/PAPER GOODS,,PAPER BAG #4 500CT,95,"$1,037.00",5/13/2025 9:36,$7.00,$665.00,0,10/7/2024 14:55
081635000245,,,FUJIMA MAPLE CHERRY WOOD PIPE,1,$30.75,4/1/2025 11:47,$24.00,$24.00,0,5/22/2018 14:41
081635001037,SMOKE SUPPLIES,BUTANE,LUCIENNE BUTANE FLUID100ML 12C,1,$24.00,4/9/2025 15:34,$18.00,$18.00,0,9/6/2024 15:08
081635011012,LIQUOR SUPPLIES,,FUJUIMA BOTTLE OPENER 72CT,1,$25.50,5/12/2025 10:44,$14.95,$14.95,0,4/1/2024 18:01
081635102901,,,FUJIMA BAR TENDER TOOL 12CT,1,$21.00,4/30/2025 14:41,$12.60,$12.60,0,9/6/2024 15:08
081635103106,LIQUOR SUPPLIES,,FUJIMA CORKSCREW BLISTER PACK,68,$153.00,5/8/2025 14:22,$1.46,$95.20,0,5/1/2025 14:05
081635103403,LIQUOR SUPPLIES,,FUJIMA HQ BARTRNDER TOOL,1,$21.00,5/2/2025 12:13,$13.50,$13.50,0,9/6/2024 15:08
082665110256,PLASTIC/PAPER GOODS,,FOAM PLATES 25CT APOLLO,44,$46.20,4/29/2025 12:17,$0.78,$34.37,0,11/16/2024 14:12
083078123147,MEDS/DAILY CARE,,CARMEX TUBES 12PK,4,$60.00,5/13/2025 18:23,$11.99,$47.96,0,10/28/2024 11:56
086400320023,ELECTRONICS & ACCESSORIES,,TOP PRIM ROLLING MACHINE 70MM,1,$27.00,4/23/2025 15:52,$20.40,$20.40,0,9/6/2024 15:08
086400901758,WRAPS/FILTERS/HEMP/CONES,,OCB PREMIUM 11/4 SIZE 24'S,1,$21.00,4/7/2025 14:21,$18.00,$18.00,0,7/27/2020 12:59
086400903295,WRAPS/FILTERS/HEMP/CONES,,OCB ORGANIC HEMP 1 1/4 + TIPS,1,$34.00,4/2/2025 9:26,$29.00,$29.00,0,9/1/2021 13:18
086400903318,PLASTIC/PAPER GOODS,,OCB UNBLEACHED ORGANIC HEMP,1,$32.50,4/2/2025 9:26,$28.50,$28.50,0,9/1/2022 12:03
088169001182,SMOKE SUPPLIES,PIPES,BRASS PIPE SCREENS,1,$7.99,4/22/2025 15:07,$3.50,$3.50,0,9/6/2024 15:08
097339000023,FOOD & BEVERAGE,,TAMAZULA HOT SAUCE BLACK 4.7OZ,76,$87.40,5/9/2025 13:15,$0.80,$60.80,0,11/16/2024 14:39
097339000054,FOOD & BEVERAGE,,VALENTINA HOT SAUCE 12.5OZ 1CT,102,$176.28,5/13/2025 9:56,$1.21,$123.42,0,1/24/2025 13:58
097339000061,FOOD & BEVERAGE,FOOD,VALENTINA HOT SAUCE BLACk 1CT,141,$248.49,5/13/2025 9:56,$1.25,$176.25,0,11/30/2024 11:46
1/6 BLACK,PLASTIC/PAPER GOODS,,1/6 BLACK HEAVY DUTY BAG,1039,"$7,692.75",5/13/2025 10:23,$5.22,"$5,424.62",0,3/6/2024 17:02
1/6 BLACK 1000,PLASTIC/PAPER GOODS,,1/6 BLACK BAGS 1000 COUNT,1075,"$14,523.50",5/13/2025 18:23,$11.00,"$11,825.00",0,8/2/2023 13:45
1/6 PREMIUM,PLASTIC/PAPER GOODS,,1/6 PREMIUM BLACK BAGS,1822,"$12,962.75",5/10/2025 14:40,$7.00,"$10,101.00",2872,
1/6 WHITE,PLASTIC/PAPER GOODS,PLASTIC BAGS,1/6 WHITE HEAVY BAGS,45,$366.25,5/13/2025 9:56,$7.00,$315.00,0,7/20/2023 9:34
1/6 WHITE 1000,PLASTIC/PAPER GOODS,PLASTIC BAGS,1/6 WHITE BAGS 1000 COUNT,267,"$3,406.00",5/13/2025 15:01,$11.15,"$2,977.05",0,8/2/2023 13:45
1/6 WHITE 800,,,1/6 WHITE 800CT,438,"$5,475.00",4/14/2025 12:01,$0.00,$0.00,0,
1/8 BLACK,PLASTIC/PAPER GOODS,,1/8 BLACK HEAVY DUTY BAG,1168,"$13,448.50",5/13/2025 14:27,$10.25,"$11,972.00",10909,8/2/2024 9:56
